,�..control,country,c_code,region,inc_grp,year,TFP,TFP_wb,TFPgrowth,ghg_serv,ghg_ind,ghg_agr,ghg_agrc,va_ser,va_ind,va_agr,ghg_va_agr,ghg_va_ind,ghg_va_ser,life_expectancy,patents_tot,internet_access,urbanization,popage15_64,ruleoflaw,sch,exports_gdp,imports_gdp,trade.exp.imp.,ed_tc25,fdi_imf,rl_wb2,ROL,innovation_index,education_index,efficiency_index,infrastructure_index,governance_index,pat_wb2,str_agr,str_ind,str_ser,eps,ghg_tot
903,CHI2008,Channel Islands,CHI,Europe & Central Asia,High income,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.041,NA,NA,30.929,68.73741474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,CHL2008,Chile,CHL,Latin America & Caribbean,High income,2008,1.057494164,1.035,-0.017,7.9478,75.6802,5.1009,5.1009,109000,77854.02819,8246.029859,0.000618589,0.000972078,7.32E-05,78.33,3952,37.3,86.959,68.00638942,1.313308,91.385,41.42416775,39.36560568,80.78977343,8.68,0.506,1.2708,1.313308,-0.0688089,0.4319519,0.803954,0.5531303,1.30624,0.0531,0.991737315,0.962970621,0.993359027,0.982688988,88.7289
905,CHN2008,China,CHN,East Asia & Pacific,Upper middle income,2008,0.915047467,0.952,-0.002,227.3794,7754.1793,507.0717,507.0717,2240000,2280000,524000,0.000968472,0.003404689,0.000101621,73.835,289838,22.6,46.539,73.12961128,-0.4197974,81.71284,32.60271532,25.01000233,57.61271765,2.522,0.5091,-0.3331,-0.4197974,0.4164034,0.4947183,0.5275896,0.1772117,-0.3911888,0.0373,0.98706382,0.870305141,0.990382476,0.949250479,8488.6304
906,CIV2008,Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2008,1.054494739,1.059,0.044,12.3423,10.633,10.7626,10.7626,11661.51798,5591.471137,6554.466856,0.001642025,0.001901646,0.001058379,51.682,NA,1.9,46.491,53.17551355,-1.421531,NA,47.11608733,40.15876601,87.27485334,3.306,0.1598,-1.4465,-1.421531,-0.5250645,-0.8296549,-0.3456272,-0.6991044,-1.208278,0.00015,0.978066964,0.927560576,0.890180556,0.931936032,33.7379
907,CMR2008,Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2008,1.004931331,1.032,-0.011,2.7807,68.8903,122.0312,122.0312,12482.83616,7223.414753,3451.427115,0.035356737,0.009537082,0.000222762,54.153,NA,3.4,50.35,53.17043884,-1.099858,36.66806,29.05769615,32.92190211,61.97959826,1.44,0.0909,-1.0933,-1.099858,-0.5170141,-0.9316611,-0.4564472,-0.7300732,-0.8023928,8.00E-04,0.52772912,0.636703821,0.977695297,0.714042746,193.7022
908,COD2008,"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2008,NA,0.9656886,0.0297994,9.2941,8.161,185.6116,185.6116,7686.229411,6384.341409,4339.310009,0.04277445,0.001278284,0.001209188,55.743,NA,0.44,38.976,50.94629563,-1.559321,39.44591,39.02779926,44.74449239,83.77229165,0.824,0.0344,-1.5533,-1.559321,-0.6392239,-1.155193,-0.9308637,-1.147618,-1.470655,8.00E-04,0.428648432,0.951306312,0.874386226,0.75144699,203.0667
909,COG2008,"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2008,NA,1,0,0.8088,5.7304,10.2823,10.2823,2225.271963,7194.060954,447.1154508,0.022996969,0.000796546,0.000363461,58.466,NA,4.287509903,62.346,55.70117906,-1.195394,NA,75.15149621,47.0024926,122.1539888,1.202,0.0464,-1.1694,-1.195394,-0.5075864,-1.001097,-0.5297013,-0.8789038,-1.048896,0.0028,0.692822367,0.969657164,0.962959794,0.875146441,16.8215
910,COL2008,Colombia,COL,Latin America & Caribbean,Upper middle income,2008,1.019068599,0.988,0.001,14.8995,79.3109,102.7756,102.7756,144000,86237.17414,18112.19173,0.005674388,0.000919683,0.000103754,74.962,1944,25.6,77.204,65.22503967,-0.3967666,90.78519,18.14519522,21.09930071,39.24449593,14.23,0.3499,-0.4322,-0.3967666,-0.4979246,0.2932755,0.4612459,0.2217569,-0.2674161,0.0093,0.924205443,0.964966504,0.990159086,0.959777011,196.986
911,COM2008,Comoros,COM,Sub-Saharan Africa,Lower middle income,2008,NA,1,0,0.0048,4.00E-04,0.4791,0.4791,478.1795199,95.50969583,255.8578507,0.001872524,4.19E-06,1.00E-05,61.094,NA,3,27.886,55.50059416,-1.032968,NA,8.221347229,27.99717913,36.21852636,1.304,0.0456,-1.0655,-1.032968,-0.5328585,-0.5788938,-0.6557335,-0.5801052,-1.029483,8.00E-04,0.974988117,0.99984039,0.999978007,0.991602171,0.4843
912,CPV2008,Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2008,NA,1,0,0.0295,0.0013,0.1184,0.1184,980.9116912,331.4964238,125.0898995,0.000946519,3.92E-06,3.01E-05,70.786,NA,14,60.194,60.22310863,0.5762206,84.2763,36.89595833,63.08841119,99.98436952,1.304,0.2131,0.5146,0.5762206,-0.6422628,-0.8182586,0.0685169,-0.126558,0.6435409,8.00E-04,0.987357053,0.999850675,0.99787292,0.995026883,0.1492
913,CRI2008,Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2008,0.918416977,0.993,-0.019,2.1926,8.6049,-4.3962,0,21295.94315,8932.812063,2383.096941,0,0.000963291,0.000102959,78.491,NA,32.29,69.39,67.66151519,0.460335,91.26713,39.04581546,47.88861412,86.93442958,17.084,0.2263,0.4145,0.460335,-0.3674048,0.6611046,0.1178118,0.4961065,0.6306964,0.01365,1,0.963305344,0.990242347,0.984515897,6.4013
914,CUB2008,Cuba,CUB,Latin America & Caribbean,Upper middle income,2008,NA,1,0,2.8114,29.2035,-0.5914,0,43715.28969,14821.02387,2476.21633,0,0.00197041,6.43E-05,78.15,258,12.94,76.413,69.91608326,-0.8249094,94.94477,20.56760566,24.34961509,44.91722075,8.294,0.2799,-0.7607,-0.8249094,-0.2992299,1.429446,0.2709089,0.0321071,-0.5384328,0.0051,1,0.924941148,0.99429113,0.973077426,31.4235
915,CUW2008,Curacao,CUW,Latin America & Caribbean,High income,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3097561,NA,NA,90.161,66.47848967,NA,NA,69.4667582,97.27278354,166.7395417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916,CYM2008,Cayman Islands,CYM,Latin America & Caribbean,High income,2008,NA,NA,NA,NA,NA,NA,NA,4030.06746,421.6144123,11.97505974,NA,NA,NA,NA,NA,61,100,NA,1.127511,NA,NA,NA,NA,NA,NA,NA,1.127511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,CYP2008,Cyprus,CYP,Europe & Central Asia,High income,2008,1.040728927,1.073,-0.005,1.9771,8.5803,0.2259,0.2259,17626.61275,4454.676116,538.6504043,0.000419381,0.001926133,0.000112166,79.071,21,42.31,67.839,70.19480141,1.216479,98.32904,50.08160098,62.84411604,112.925717,21.358,0.612,1.1896,1.216479,-0.084406,1.530989,1.46596,1.176828,1.366592,0.0038,0.994398198,0.926627792,0.989278091,0.970101361,10.7833
918,CZE2008,Czech Republic,CZE,Europe & Central Asia,High income,2008,1.024056315,1.02,0.004,4.1286,128.6487,-5.9133,0,117000,72539.72649,3117.458407,0,0.001773493,3.52E-05,76.97560976,854,62.97,73.394,70.95678902,0.914494,94.14958,63.22636742,61.06246414,124.2888316,7.866,0.388,0.8882,0.914494,0.9822611,1.592372,0.8132517,1.500058,1.054797,0.0164,1,0.93244231,0.997338793,0.976593701,126.864
919,DEU2008,Germany,DEU,Europe & Central Asia,High income,2008,0.998046398,1.001,-0.002,47.5179,851.4903,-18.1848,0,2170000,919000,31824.95189,0,0.000926849,2.19E-05,79.73658537,62417,78,76.575,66.13711176,1.745706,103.30832,43.79919026,37.72561447,81.52480473,15.056,0.7665,1.7207,1.745706,2.307678,1.823879,1.97275,1.751197,1.656297,0.1489,1,0.96469353,0.998731711,0.987808414,880.8234
920,DJI2008,Djibouti,DJI,Middle East & North Africa,Lower middle income,2008,NA,1,0,0.1017,0.0136,0.6401,0.6401,NA,NA,NA,NA,NA,NA,59.124,NA,2.26,76.899,61.87052739,-0.644799,31.9612,NA,NA,NA,1.52,0.1546,-0.5843,-0.644799,-0.5313727,-0.5212504,-0.1127937,-0.5394797,-0.457224,7.00E-04,NA,NA,NA,NA,0.7554
921,DMA2008,Dominica,DMA,Latin America & Caribbean,Upper middle income,2008,NA,1,0,0.0715,0.0011,0.1144,0.1144,289.405127,61.14931103,60.68780118,0.001885058,1.80E-05,0.000247059,NA,NA,41.16,67.502,NA,0.6365636,92.69499,34.20712813,62.70804579,96.91517392,11.924,0.2163,0.6347,0.6365636,-0.474935,0.392925,0.3119594,0.883034,0.8892648,0.01045,0.974820697,0.999314326,0.975150655,0.983095226,0.187
922,DNK2008,Denmark,DNK,Europe & Central Asia,High income,2008,1.000663757,1.015,-0.024,6.7764,52.2093,10.7593,10.7593,211000,70858.31405,3077.168949,0.003496493,0.000736813,3.21E-05,78.44634146,1829,85.02,86.487,65.69187022,1.966503,117.84123,54.17579741,50.65243249,104.8282299,17.99,0.7617,1.9505,1.966503,2.595643,1.923121,2.218125,1.807075,2.087717,0.0617,0.953296261,0.971932574,0.997663458,0.974297431,69.745
923,DOM2008,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2008,1.00706172,1.005,-0.015,3.2,21.7592,7.3554,7.3554,28970.77767,14383.97751,2745.86539,0.002678718,0.001512739,0.000110456,71.559,53,20.82,71.3,62.78409719,-0.6602893,78.95232,23.90673649,37.4853166,61.39205309,2.892,0.1384,-0.6661,-0.6602893,-0.5501849,-0.5206179,-0.1165163,0.0297539,-0.2421372,0.00805,0.964219535,0.942375215,0.989457181,0.965350644,32.3146
924,DZA2008,Algeria,DZA,Middle East & North Africa,Upper middle income,2008,NA,1,0,11.6749,137.907,10.036,10.036,52979.16319,79261.09028,10744.43416,0.000934065,0.001739908,0.000220368,74.311,NA,10.18,66.097,67.13221663,-0.7414688,76.70108,47.97392131,28.71191198,76.68583329,6.114,0.1293,-0.7064,-0.7414688,-0.5053257,-0.1174207,-0.612169,0.0991948,-0.7014075,0.0059,0.987523405,0.933721664,0.977946022,0.96639703,159.6179
925,ECU2008,Ecuador,ECU,Latin America & Caribbean,Upper middle income,2008,0.958930254,0.978,0.029,5.0427,34.4054,95.408,95.408,33087.67995,23467.19188,6606.903677,0.014440652,0.001466106,0.000152404,74.705,849,18.8,62.3,62.37005907,-1.167481,NA,34.16363955,33.89330782,68.05694737,7.478,0.1815,-1.1777,-1.167481,-0.5073488,-0.0156252,-0.2241352,0.019016,-0.7494904,0.0126,0.807111741,0.944151607,0.985063938,0.912109095,134.8561
926,EGY2008,"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2008,1.072772861,1.07,-0.01,30.7615,215.0608,31.708,31.708,92191.56543,72269.96619,27353.59055,0.00115919,0.002975798,0.000333669,69.971,2130,18.01,43.058,62.39076512,-0.1292502,NA,33.04299274,38.63763261,71.68062535,6.07,0.3542,-0.0842,-0.1292502,-0.4520071,-0.1345365,-0.1720738,0.2658275,-0.3983238,0.0083,0.98451634,0.886642891,0.96607993,0.945746387,277.5303
927,ERI2008,Eritrea,ERI,Sub-Saharan Africa,Low income,2008,NA,1,0,0.6838,1.6526,4.5126,4.5126,NA,NA,NA,NA,NA,NA,60.952,NA,0.47,34,57.11698428,-1.302218,44.91023,4.428756649,26.1321934,30.56095005,1.304,0.0831,-1.2198,-1.302218,-0.5319265,-1.161695,-0.5827209,-1.201644,-1.266836,8.00E-04,NA,NA,NA,NA,6.849
928,ESP2008,Spain,ESP,Europe & Central Asia,High income,2008,1.017071962,1.02,-0.012,53.0639,351.1544,19.7308,19.7308,940000,376000,34736.03995,0.000568021,0.000934903,5.64E-05,81.17560976,3884,59.6,77.976,68.51686057,1.193509,115.52629,25.62392917,30.35940087,55.98333004,16.422,0.8786,1.1664,1.193509,0.9716324,0.9438995,1.81776,1.84135,1.058004,0.0168,0.992412768,0.964386729,0.995118503,0.983972666,423.9491
929,EST2008,Estonia,EST,Europe & Central Asia,High income,2008,1.004316092,1.019,-0.07,1.6074,19.0994,9.9428,9.9428,13183.40703,5620.903424,696.6002638,0.014273322,0.003397924,0.000121926,73.77073171,72,70.58,68.351,67.8011571,1.199121,102.26793,66.31155738,70.2113556,136.522913,22.242,0.3849,1.1632,1.199121,0.7953861,2.238659,1.345725,1.466351,1.222374,0.0103,0.80934682,0.87056284,0.98825592,0.889388527,30.6496
930,ETH2008,Ethiopia,ETH,Sub-Saharan Africa,Low income,2008,NA,0.8904403,0.0451399,4.0986,22.3127,106.7613,106.7613,9336.093829,2323.815114,11095.39489,0.009622127,0.009601754,0.000439006,59.581,NA,0.45,16.51,51.02436332,-0.6970953,33.40739,NA,NA,NA,1.304,0.1167,-0.6597,-0.6970953,-0.5217369,-0.8298052,-0.0065587,-1.293524,-0.8248839,0,0.871474271,0.63424027,0.955047914,0.820254152,133.1726
931,FIN2008,Finland,FIN,Europe & Central Asia,High income,2008,1.042371392,1.053,-0.02,5.2351,62.9437,11.8084,11.8084,152000,73429.94834,5579.800203,0.002116276,0.000857194,3.44E-05,79.56829268,1946,83.67,83.299,66.63144999,1.922676,108.60678,44.90000772,41.28432811,86.18433583,15.02,0.6284,1.9045,1.922676,3.131175,1.470371,1.75857,1.771065,2.031068,0.0711,0.971732246,0.967346899,0.997422578,0.978833908,79.9872
932,FJI2008,Fiji,FJI,East Asia & Pacific,Upper middle income,2008,1.016691327,0.998,-0.01,0.1031,0.1031,0.0704,0.0704,1768.991317,495.1722753,329.2969981,0.000213789,0.00020821,5.83E-05,66.477,NA,13,51.146,65.74788759,-0.5614722,87.60511,NA,NA,NA,8.468,0.2019,-0.5507,-0.5614722,-0.3915691,0.2887515,0.1925707,0.3126952,-0.4126417,0.0173,0.997144354,0.992068654,0.994919514,0.994710841,0.2766
933,FRA2008,France,FRA,Europe & Central Asia,High income,2008,1.014285922,1.014,-0.016,44.8787,402.4778,47.7362,47.7362,1860000,499000,41191.03557,0.001158898,0.000806355,2.41E-05,81.21463415,16419,70.68,77.868,64.96176362,1.507125,106.43284,28.11938486,29.27769803,57.39708289,11.28,0.7975,1.4783,1.507125,1.603385,1.220696,1.821619,1.970326,1.454807,0.0558,0.984520241,0.969283509,0.998501304,0.984101685,495.0927
934,FRO2008,Faroe Islands,FRO,Europe & Central Asia,High income,2008,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.13902439,NA,75.57,40.536,NA,NA,NA,45.87079762,54.57837058,100.4491682,13.06,0.4421,0,0,0.4184186,1.287926,0.901443,1.226458,0,0.0164,NA,NA,NA,NA,NA
935,FSM2008,"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2008,NA,1,0,NA,NA,NA,NA,179.2220854,13.43419293,76.06379115,NA,NA,NA,66.099,NA,14.49,22.311,59.68438233,0.341098,NA,23.32067674,85.96881251,109.2894893,5.783,0.1141,0.406,0.341098,-0.471612,0.1039567,-0.1517471,-0.3484111,0.2839877,0.01415,NA,NA,NA,NA,NA
936,GAB2008,Gabon,GAB,Sub-Saharan Africa,Upper middle income,2008,0.970818937,0.958,-0.055,1.2431,4.5096,0.8886,0.8886,4411.74309,7261.058553,637.4920861,0.0013939,0.000621066,0.000281771,59.904,NA,7.5,84.359,57.61606543,-0.6269711,NA,62.19971201,26.79916058,88.99887259,7.984,0.0931,-0.6251,-0.6269711,-0.3797725,-0.2963201,-0.12638,-0.2914878,-0.543977,8.00E-04,0.981381246,0.976341725,0.971515244,0.976412738,6.6413
937,GBR2008,United Kingdom,GBR,Europe & Central Asia,High income,2008,1.020040751,1.024,-0.013,67.8652,536.2408,41.5888,41.5888,1770000,491000,16419.9504,0.002532821,0.001092042,3.84E-05,79.6,23379,78.39,80.757,66.10844296,1.708199,98.33966,26.98941023,29.14069856,56.13010879,17.572,0.8991,1.6638,1.708199,1.851561,1.631672,2.232223,1.529485,1.629838,0.0738,0.966168326,0.958400831,0.997003655,0.973857604,645.6948
938,GEO2008,Georgia,GEO,Europe & Central Asia,Upper middle income,2008,NA,1,0,2.8669,7.2154,-1.2133,0,6890.198059,2158.839702,945.6320485,0,0.003342258,0.000416084,70.946,463,10.01,54.765,67.38608453,-0.2673092,99.31737,28.6199005,58.40343121,87.02333171,12.277,0.1701,-0.2575,-0.2673092,-0.4462281,0.455422,0.536597,0.3337967,-0.0109758,0.0219,1,0.872683326,0.957448551,0.943377292,8.869
939,GHA2008,Ghana,GHA,Sub-Saharan Africa,Lower middle income,2008,NA,0.9583755,0.0176404,2.9158,12.1552,39.4441,39.4441,13373.27825,5187.004384,7991.788077,0.004935579,0.002343395,0.000218032,60.216,NA,4.27,49.351,57.26389922,-0.0680184,47.35398,25.0294573,44.48476831,69.51422561,2.09,0.1103,-0.1036,-0.0680184,-0.5073375,-0.5390623,-0.5787402,-0.7558978,0.1628876,0.0011,0.934073944,0.910733026,0.978190673,0.940999214,54.5151
940,GIB2008,Gibraltar,GIB,Europe & Central Asia,High income,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,100,NA,NA,84.88844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
941,GIN2008,Guinea,GIN,Sub-Saharan Africa,Low income,2008,NA,1,0,1.3468,0.0185,23.9882,23.9882,2748.280119,2286.932165,1076.658424,0.022280232,8.09E-06,0.000490052,55.614,NA,0.92,33.106,50.35009476,-1.529195,33.88421,21.64046458,42.54378614,64.18425072,1.304,0.0571,-1.54,-1.529195,-0.5328585,-1.142109,-0.8627709,-0.9452629,-1.369275,8.00E-04,0.702396045,0.999691828,0.949701832,0.883929901,25.3535
942,GMB2008,"Gambia, The",GMB,Sub-Saharan Africa,Low income,2008,NA,1,0,5.0541,0.0043,0.7495,0.7495,715.4781781,148.492471,422.7134243,0.001773069,2.90E-05,0.007063947,59.012,NA,6.88,54.211,51.67517618,-0.4131199,50.11358,14.47520018,24.61389928,39.08909946,1.326,0.08,-0.353,-0.4131199,-0.6502451,-1.099396,-0.0576679,-0.2826262,-0.4069138,8.00E-04,0.976316569,0.998895303,0.261213305,0.745475059,5.8079
943,GNB2008,Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2008,NA,1,0,0.0685,0.0134,3.5303,3.5303,299.0744716,99.80903795,366.7506348,0.009625887,0.000134256,0.00022904,53.612,NA,2.354888711,39.325,53.7548309,-1.385676,NA,19.8506086,32.7914364,52.642045,1.304,0.0289,-1.4213,-1.385676,-0.5300624,-0.7890084,-0.951402,-0.9492178,-0.9789404,8.00E-04,0.871424048,0.994885785,0.977037797,0.947782543,3.6122
944,GNQ2008,Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2008,NA,1,0,0.1406,0.0116,5.3031,5.3031,3447.701346,14095.61951,159.8073934,0.033184322,8.23E-07,4.08E-05,55.07,NA,1.82,62.745,58.09407091,-1.268905,NA,89.22435018,39.46365642,128.6880066,1.304,0.0955,-1.2451,-1.268905,-0.5300624,-1.106549,-0.9212461,-0.7593195,-1.208512,8.00E-04,0.55674674,0.999968649,0.996752301,0.851155897,5.4553
945,GRC2008,Greece,GRC,Europe & Central Asia,High income,2008,1.14991641,1.18,-0.026,16.1977,107.5842,6.72,6.72,233000,48375.83959,7857.886818,0.000855192,0.002223924,6.94E-05,79.93902439,658,38.2,75.568,66.40746197,0.8622125,NA,23.36156912,35.9681466,59.32971572,23.49,0.5841,0.8366,0.8622125,0.6919199,1.383602,1.040587,1.509409,0.7568812,0.013,0.988576936,0.915284036,0.993757004,0.965872659,130.5019
946,GRD2008,Grenada,GRD,Latin America & Caribbean,Upper middle income,2008,NA,1,0,1.6325,0.0026,-0.1613,0,553.8999161,142.1549333,33.2067875,0,1.83E-05,0.002947283,73.038,NA,23.18,35.877,65.04039599,0.0846414,120.77683,25.15821349,54.69083423,79.84904772,11.924,0.3094,0.0836,0.0846414,-0.3388601,0.3174518,0.4132097,0.6924859,0.4875845,0.01045,1,0.999302898,0.692354346,0.897219081,1.4738
947,GRL2008,Greenland,GRL,Europe & Central Asia,High income,2008,NA,1,0,NA,NA,NA,NA,1574.616383,458.2955495,338.0274177,NA,NA,NA,70.21341463,NA,62.82,83.787,NA,NA,NA,36.97912988,70.39409138,107.3732213,13.06,0.4421,0,0,0.2697094,1.287926,0.9458258,1.172648,0.1216852,0.0164,NA,NA,NA,NA,NA
948,GTM2008,Guatemala,GTM,Latin America & Caribbean,Upper middle income,2008,0.994635642,0.974,0.01,2.1144,14.3031,23.4171,23.4171,22683.61658,11265.7232,4413.211155,0.005306136,0.001269612,9.32E-05,70.75,311,8.3,47.807,55.14608721,-1.109739,45.73696,24.7182537,39.40697375,64.12522745,1.106,0.2113,-1.1524,-1.109739,-0.6312593,-0.7606167,-0.3701352,-0.0309036,-0.4748645,0.0055,0.929124299,0.951636655,0.991264414,0.957341789,39.8346
949,GUM2008,Guam,GUM,East Asia & Pacific,High income,2008,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.474,NA,48.41870215,93.916,64.76961191,1.127511,NA,21.05604847,57.84462238,78.90067085,20.27,0.7922,1.1621,1.127511,2.233978,1.359986,1.87203,0.816048,0.879618,0.3686,NA,NA,NA,NA,NA
950,GUY2008,Guyana,GUY,Latin America & Caribbean,Upper middle income,2008,NA,1,0,0.1282,0.02,5.4801,5.4801,872.6400845,687.9188131,359.5561916,0.015241289,2.91E-05,0.000146911,67.521,NA,18.2,27.105,61.56796109,-0.5824051,84.16894,52.94904243,85.79506978,138.7441122,0.172,0.1709,-0.6229,-0.5824051,-0.6220263,-0.1794552,-0.0494208,0.1210562,-0.3045438,0.00575,0.796417385,0.998891493,0.985639224,0.926982701,5.6283
951,HKG2008,"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2008,0.971019089,0.974,0.011,NA,NA,NA,NA,198000,15187.54992,123.1322207,NA,NA,NA,82.37560976,13662,66.7,100,74.71167328,1.489005,86.02473,193.4151768,183.2416294,376.6568062,16.294,0.7887,1.4757,1.489005,1.480864,1.576494,2.075904,1.378176,1.649481,0.3702,NA,NA,NA,NA,NA
952,HND2008,Honduras,HND,Latin America & Caribbean,Lower middle income,2008,1.030462384,1.053,0.008,4.2095,9.966,33.346,33.346,9067.088987,4263.85245,1839.816287,0.018124636,0.002337323,0.000464261,72.803,NA,9.6,50.566,57.19345617,-0.9648281,60.01846,51.32527669,84.42367851,135.7489552,3.43,0.2024,-0.9748,-0.9648281,-0.6375421,-0.4772624,-0.3544865,-0.0148264,-0.5074609,0.007,0.757903627,0.910964327,0.952402941,0.873756965,47.5215
953,HRV2008,Croatia,HRV,Europe & Central Asia,High income,2008,1.081616163,1.081,-0.023,1.1167,25.3992,-7.9833,0,36696.19815,16262.15609,2530.871349,0,0.001561859,3.04E-05,75.91219512,401,44.24,54.819,67.11629459,0.0863836,98.37135,36.40120761,46.63639573,83.03760334,11.152,0.3768,0.078,0.0863836,0.6736316,1.223807,0.7990592,1.075286,0.4838777,0.0202,1,0.940504086,0.997841501,0.979448529,18.5326
954,HTI2008,Haiti,HTI,Latin America & Caribbean,Low income,2008,NA,1,0,0.6086,3.509,4.0271,4.0271,1247.936805,2895.287114,1611.811662,0.002498493,0.00121197,0.000487685,59.782,NA,7.6,45.551,58.54556744,-1.27686,NA,12.73115448,44.19130851,56.92246299,0.796,0.0594,-1.3184,-1.27686,-0.5336149,-0.9149091,-0.6370139,-0.9847675,-1.024184,6.00E-04,0.966626856,0.953832412,0.949949729,0.956802999,8.1447
955,HUN2008,Hungary,HUN,Europe & Central Asia,High income,2008,1.042232037,1.054,0.004,4.5764,59.828,10.7945,10.7945,75811.77235,36136.10268,5799.086908,0.001861414,0.00165563,6.04E-05,73.70243902,772,61,67.943,68.88781646,0.9260617,96.04281,79.2756977,78.91957947,158.1952772,16.162,0.5348,0.8922,0.9260617,0.4925173,1.818149,1.276695,1.110496,0.9744301,0.0181,0.975136517,0.936932067,0.99469958,0.968922721,75.1989
956,IDN2008,Indonesia,IDN,East Asia & Pacific,Lower middle income,2008,0.953086317,0.952,0.016,63.3595,456.9298,1384.9276,1384.9276,268000,297000,98222.13968,0.014099953,0.001537501,0.000236732,68.485,5133,7.917479385,48.335,66.00301231,-0.6538706,69.65623,29.80828417,28.75311546,58.56139963,4.192,0.3438,-0.6576,-0.6538706,-0.6301297,-0.5713741,-0.4001071,-0.2235499,-0.3710133,0.0045,0.811662563,0.941431956,0.976232209,0.909775576,1905.2169
957,IMN2008,Isle of Man,IMN,Europe & Central Asia,High income,2008,NA,NA,NA,NA,NA,NA,NA,4229.982623,581.1881953,36.44368124,NA,NA,NA,NA,NA,NA,51.958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
958,IND2008,India,IND,South Asia,Lower middle income,2008,0.970223069,0.918,-0.01,68.6117,1776.03,497.8278,497.8278,644000,438000,265000,0.001881634,0.004051339,0.000106557,65.794,36812,4.38,30.246,63.40924784,0.0860389,60.35649,24.09735726,29.27086318,53.36822044,5.944,0.4031,0.0906,0.0860389,-0.1619179,-0.407899,-0.1278761,-0.5047956,-0.0843255,0.0078,0.974866432,0.845672295,0.989865526,0.936801418,2342.4695
959,IRL2008,Ireland,IRL,Europe & Central Asia,High income,2008,0.946058989,0.985,-0.038,4.3565,47.0039,19.0009,19.0009,153000,56487.20811,2113.286219,0.008991163,0.000832116,2.86E-05,80.09512195,NA,65.34,61.141,68.74175701,1.715704,111.29397,84.11497197,75.51018395,159.6251559,26.834,0.7859,1.6914,1.715704,1.404541,1.927338,1.864537,2.009133,1.779542,0.0447,0.879902253,0.968302195,0.998030016,0.948744821,70.3613
